memory,r_deg,i_deg,score,n_coef
1,8,13,0.3905484940550655,42
1,8,14,0.3905284769994389,44
1,8,15,0.3902306184100749,46
1,9,1,0.8052120833404768,20
1,9,2,0.4309248725525009,22
1,9,3,0.4067377837900723,24
1,9,4,0.39695019221511346,26
1,9,5,0.3968140410835801,28
1,9,6,0.3964837173141367,30
1,9,7,0.39624907965835954,32
1,9,8,0.39605875143971203,34
1,9,9,0.3948430564508184,36
1,9,10,0.39433966133066034,38
1,9,11,0.3913334745495514,40
1,9,12,0.39130732363804616,42
1,9,13,0.38930331502663135,44
1,9,14,0.3892781014341393,46
1,9,15,0.38898283403990014,48
1,10,1,0.8049287662105478,22
1,10,2,0.42994856283012034,24
1,10,3,0.40603846014198036,26
1,10,4,0.3962293536055584,28
1,10,5,0.39608567993605337,30
1,10,6,0.3957180010233025,32
1,10,7,0.3954814274322322,34
1,10,8,0.3953158618915998,36
1,10,9,0.394099770125066,38
1,10,10,0.3935898637789598,40
1,10,11,0.3905326836091295,42
1,10,12,0.39051835486455594,44
1,10,13,0.3885229179784562,46
1,10,14,0.3885007168761708,48
1,10,15,0.3882054072322138,50
1,11,1,0.7999267816115421,24
1,11,2,0.4266707018641335,26
1,11,3,0.4035511677164926,28
1,11,4,0.3936991247311828,30
1,11,5,0.39356863118911667,32
1,11,6,0.3931700457972566,34
1,11,7,0.39293113072042174,36
1,11,8,0.39277915531762747,38
1,11,9,0.3914649810537433,40
1,11,10,0.39089734594025743,42
1,11,11,0.38775939635844964,44
1,11,12,0.3877466022516296,46
1,11,13,0.38569816081138797,48
1,11,14,0.3856767367254778,50
1,11,15,0.3853391434945681,52
1,12,1,0.7959902846094108,26
1,12,2,0.42671430394850157,28
1,12,3,0.40350004326508426,30
1,12,4,0.3937003948067743,32
1,12,5,0.3935654945744346,34
1,12,6,0.39315247022103905,36
1,12,7,0.392919372813545,38
1,12,8,0.39276567629810355,40
1,12,9,0.39143038493171706,42
1,12,10,0.39087283359120056,44
1,12,11,0.38773735573120566,46
1,12,12,0.3877305699857404,48
1,12,13,0.3856818454512827,50
1,12,14,0.3856664842807941,52
1,12,15,0.385327338610996,54
1,13,1,0.7918941111630795,28
1,13,2,0.42465911339545526,30
1,13,3,0.40132993280822793,32
1,13,4,0.3914501177994759,34
1,13,5,0.3913095167233426,36
1,13,6,0.39088526534157686,38
1,13,7,0.39064039330280315,40
1,13,8,0.39048836606064335,42
1,13,9,0.38907553657818605,44
1,13,10,0.38851741156399655,46
1,13,11,0.3853407459843546,48
1,13,12,0.3853383634259511,50
1,13,13,0.3832233715943406,52
1,13,14,0.3831971670248776,54
1,13,15,0.38280614799231955,56
1,14,1,0.7868006005270353,30
1,14,2,0.42446599026530246,32
1,14,3,0.40131568710558085,34
1,14,4,0.39143092423639303,36
1,14,5,0.3912918441662972,38
1,14,6,0.390868961267336,40
1,14,7,0.3906256603638921,42
1,14,8,0.3904746326832435,44
1,14,9,0.3890541580993984,46
1,14,10,0.38849886216150475,48
1,14,11,0.3853253504601936,50
1,14,12,0.38532744784201295,52
1,14,13,0.3832058977147767,54
1,14,14,0.3831843724228955,56
1,14,15,0.38279219678159754,58
1,15,1,0.7853882422143841,32
1,15,2,0.4234037689045844,34
1,15,3,0.4011661271350919,36
1,15,4,0.3912997986287904,38
1,15,5,0.39115796318405877,40
1,15,6,0.3907345110794545,42
1,15,7,0.39048782524659137,44
1,15,8,0.39033924194497077,46
1,15,9,0.38891933945972607,48
1,15,10,0.3883638163741839,50
1,15,11,0.3851488374774669,52
1,15,12,0.38515380218153633,54
1,15,13,0.3829787402358894,56
1,15,14,0.3829551221713935,58
1,15,15,0.38256940019207625,60
2,1,1,0.9488160048069191,6
2,1,2,0.7372961281688296,9
2,1,3,0.7043357807288112,12
2,1,4,0.6829329128971175,15
2,1,5,0.6817694433764027,18
2,1,6,0.6814381494432673,21
2,1,7,0.6814161297803174,24
2,1,8,0.681353613173413,27
2,1,9,0.681306600282127,30
2,1,10,0.6811122751426139,33
2,1,11,0.679661825786738,36
2,1,12,0.6788308033862392,39
2,1,13,0.6783379056436974,42
2,1,14,0.6779412394781644,45
2,1,15,0.6774186205750208,48
2,2,1,0.739161873721288,9
2,2,2,0.40075430847373356,12
2,2,3,0.3850442859922737,15
2,2,4,0.33361025136698896,18
2,2,5,0.3274817917900369,21
2,2,6,0.3265521105070483,24
2,2,7,0.3262720593742203,27
2,2,8,0.3258869993224492,30
2,2,9,0.3257048129593039,33
2,2,10,0.32509594527817076,36
2,2,11,0.32484467412380275,39
2,2,12,0.3248373623498312,42
2,2,13,0.3244640269032458,45
2,2,14,0.3244518368225979,48
2,2,15,0.32418287371704657,51
2,3,1,0.7052375317709819,12
2,3,2,0.38505206478022125,15
2,3,3,0.3687823931091766,18
2,3,4,0.3159769293864785,21
2,3,5,0.3070432339811522,24
2,3,6,0.30568851302792116,27
2,3,7,0.3051124221520436,30
2,3,8,0.30444225643231654,33
2,3,9,0.3043132434697311,36
2,3,10,0.30382134587922194,39
2,3,11,0.3036064627878272,42
2,3,12,0.30351804586157,45
2,3,13,0.30326068978216053,48
2,3,14,0.3032122703990976,51
2,3,15,0.30308731122787846,54
2,4,1,0.6845774388845749,15
2,4,2,0.33494842552478926,18
2,4,3,0.317640471786231,21
2,4,4,0.22221363016041268,24
2,4,5,0.21233247463327518,27
2,4,6,0.21102050070919884,30
2,4,7,0.21073220450439728,33
2,4,8,0.21058063234030036,36
2,4,9,0.2103006933931725,39
2,4,10,0.20920892881362904,42
2,4,11,0.20867576390463607,45
2,4,12,0.20862230282459535,48
2,4,13,0.20834723387117374,51
2,4,14,0.20814138993017098,54
2,4,15,0.20780356454954782,57
2,5,1,0.683330641922348,18
2,5,2,0.3288560831314681,21
2,5,3,0.3088591782194289,24
2,5,4,0.21274674565016183,27
2,5,5,0.20617539393147244,30
2,5,6,0.20470950470643076,33
2,5,7,0.204465332578499,36
2,5,8,0.20431590558596235,39
2,5,9,0.20412902647260076,42
2,5,10,0.2030289190637628,45
2,5,11,0.20244096094061634,48
2,5,12,0.2023915754382964,51
2,5,13,0.20216006602075384,54
2,5,14,0.20195560619880512,57
2,5,15,0.20171814136876276,60
2,6,1,0.6829155816400454,21
2,6,2,0.32784565833810314,24
2,6,3,0.3074793331263956,27
2,6,4,0.21112991353659155,30
2,6,5,0.20428552150475154,33
2,6,6,0.20263050488385806,36
2,6,7,0.2022817143184004,39
2,6,8,0.20211262414411485,42
2,6,9,0.20202565169593956,45
2,6,10,0.20101909621628344,48
2,6,11,0.2003169778962417,51
2,6,12,0.20030064828231076,54
2,6,13,0.20007266528619677,57
2,6,14,0.19986323755486804,60
2,6,15,0.1996462419141574,63
2,7,1,0.6828858058652977,24
2,7,2,0.3276222442199296,27
2,7,3,0.3069937131142476,30
2,7,4,0.21080923696046036,33
2,7,5,0.20404047499002964,36
2,7,6,0.2022635673252562,39
2,7,7,0.2019455236714314,42
2,7,8,0.20181301593370893,45
2,7,9,0.2017697173423419,48
2,7,10,0.20075288746189054,51
2,7,11,0.20009214026348984,54
2,7,12,0.20007300402331027,57
2,7,13,0.19984306728173568,60
2,7,14,0.1996341647491937,63
2,7,15,0.19942215662053517,66
2,8,1,0.6828395959722621,27
2,8,2,0.3273129144385801,30
2,8,3,0.30641088647687587,33
2,8,4,0.21065952155572001,36
2,8,5,0.20390753155172983,39
2,8,6,0.2021072088344021,42
2,8,7,0.20181861503381945,45
2,8,8,0.2016492588671858,48
2,8,9,0.20160200327049047,51
2,8,10,0.2005760274027524,54
2,8,11,0.19991840414421738,57
2,8,12,0.19989594472000638,60
2,8,13,0.1996738850532944,63
2,8,14,0.19947586687917243,66
2,8,15,0.19926831810182014,69
2,9,1,0.682812583611238,30
2,9,2,0.327152705993466,33
2,9,3,0.30632071732999416,36
2,9,4,0.2103297848804577,39
2,9,5,0.20370264989941045,42
2,9,6,0.20199662298529694,45
2,9,7,0.20175510815215933,48
2,9,8,0.2015861741960113,51
2,9,9,0.20152823414175663,54
2,9,10,0.2004946358587551,57
2,9,11,0.1997797574911638,60
2,9,12,0.199753034435057,63
2,9,13,0.19951270588514844,66
2,9,14,0.19928305798389978,69
2,9,15,0.19907128587976647,72
2,10,1,0.6826307067173848,33
2,10,2,0.3263347683034524,36
2,10,3,0.3056370457772848,39
2,10,4,0.20906464838961258,42
2,10,5,0.20240387219898978,45
2,10,6,0.20078615428324004,48
2,10,7,0.20053726478574252,51
2,10,8,0.20035124653532851,54
2,10,9,0.20028506545168084,57
2,10,10,0.19913317527959867,60
2,10,11,0.19837734359546855,63
2,10,12,0.1983520626028809,66
2,10,13,0.19813584201527884,69
2,10,14,0.19791528184749568,72
2,10,15,0.19769468563102657,75
2,11,1,0.6813109842874151,36
2,11,2,0.3260907106996174,39
2,11,3,0.30543241819922595,42
2,11,4,0.20852263531073803,45
2,11,5,0.20180233371366163,48
2,11,6,0.20008824685738513,51
2,11,7,0.1998834912102825,54
2,11,8,0.19969424479085285,57
2,11,9,0.19957371957159933,60
2,11,10,0.1983831804252764,63
2,11,11,0.19762424427557373,66
2,11,12,0.19758791836829198,69
2,11,13,0.1973644265518786,72
2,11,14,0.19714391414468926,75
2,11,15,0.19689694361331525,78
2,12,1,0.6804049397711215,39
2,12,2,0.32610791631925196,42
2,12,3,0.3054109684324505,45
2,12,4,0.20849254015385726,48
2,12,5,0.20176631929284483,51
2,12,6,0.20008725590066254,54
2,12,7,0.1998819497668104,57
2,12,8,0.19968696520634743,60
2,12,9,0.19956615558647292,63
2,12,10,0.1983737931174843,66
2,12,11,0.19760578275814059,69
2,12,12,0.19756733244412988,72
2,12,13,0.19734071726968047,75
2,12,14,0.19712320883560255,78
2,12,15,0.1968765660008127,81
2,13,1,0.6799792144978449,42
2,13,2,0.3256500882783581,45
2,13,3,0.30508925802360726,48
2,13,4,0.2082690394119223,51
2,13,5,0.20156087031549433,54
2,13,6,0.1998693196682372,57
2,13,7,0.199668386147517,60
2,13,8,0.19948072993902788,63
2,13,9,0.1993477330920383,66
2,13,10,0.19818488018307487,69
2,13,11,0.19740835234258808,72
2,13,12,0.1973692087639964,75
2,13,13,0.19711277154888676,78
2,13,14,0.19687751279982546,81
2,13,15,0.1966222641138666,84
2,14,1,0.679540528962159,45
2,14,2,0.3256438856035221,48
2,14,3,0.30507282892375953,51
2,14,4,0.20806676639167213,54
2,14,5,0.2013981687395311,57
2,14,6,0.19971360944313818,60
2,14,7,0.1995126898943442,63
2,14,8,0.19932966151370793,66
2,14,9,0.19917261033898465,69
2,14,10,0.19801451457019542,72
2,14,11,0.19723552464143806,75
2,14,12,0.1972023213267718,78
2,14,13,0.19694184260378012,81
2,14,14,0.19673600529105387,84
2,14,15,0.19646131615875928,87
2,15,1,0.679258714419419,48
2,15,2,0.32550692724707475,51
2,15,3,0.30497524557276146,54
2,15,4,0.20778621610694573,57
2,15,5,0.20122782009285894,60
2,15,6,0.19957343663926597,63
2,15,7,0.19937435706138634,66
2,15,8,0.19919980710490645,69
2,15,9,0.19903887989599375,72
2,15,10,0.197871194875535,75
2,15,11,0.19706270064908796,78
2,15,12,0.19703069241318621,81
2,15,13,0.19674966334092833,84
2,15,14,0.19652165470602379,87
2,15,15,0.19623310155318568,90
3,1,1,0.9490224142919508,8
3,1,2,0.7156797485973602,12
3,1,3,0.5630743321461379,16
3,1,4,0.5288198653071822,20
3,1,5,0.5258305750297041,24
3,1,6,0.5253581769431589,28
3,1,7,0.5252831098219158,32
3,1,8,0.5251960435069634,36
3,1,9,0.525118015399202,40
3,1,10,0.5246505168240398,44
3,1,11,0.5227270859521931,48
3,1,12,0.5212487041704877,52
3,1,13,0.5208416688836606,56
3,1,14,0.5205196413757619,60
3,1,15,0.5198407114619806,64
3,2,1,0.7177658542005367,12
3,2,2,0.39214792676705956,16
3,2,3,0.37321397440954385,20
3,2,4,0.3151681304548699,24
3,2,5,0.3102586061150441,28
3,2,6,0.3091470544463573,32
3,2,7,0.3085059945924056,36
3,2,8,0.3080299842148123,40
3,2,9,0.30762178529070106,44
3,2,10,0.3065035012989462,48
3,2,11,0.30612143325368263,52
3,2,12,0.3060026675961338,56
3,2,13,0.3049548556148862,60
3,2,14,0.30478099741830555,64
3,2,15,0.3036373217975006,68
3,3,1,0.5655424698715245,16
3,3,2,0.37335064241980337,20
3,3,3,0.3457967038222756,24
3,3,4,0.27313526285304646,28
3,3,5,0.26457717194835084,32
3,3,6,0.26336627380837563,36
3,3,7,0.2624497287315342,40
3,3,8,0.26187031425687735,44
3,3,9,0.26147192279076564,48
3,3,10,0.2605223980413842,52
3,3,11,0.2602080841867921,56
3,3,12,0.2601531934932178,60
3,3,13,0.2595254094295015,64
3,3,14,0.25949473324349437,68
3,3,15,0.2589663707592901,72
3,4,1,0.5331841995118584,20
3,4,2,0.3164936832952652,24
3,4,3,0.2750394250072774,28
3,4,4,0.20310853473298954,32
3,4,5,0.19887006517469086,36
3,4,6,0.1962482058969265,40
3,4,7,0.19578879620606138,44
3,4,8,0.19541616774396955,48
3,4,9,0.19505601993905183,52
3,4,10,0.1933893431082583,56
3,4,11,0.19255706821409443,60
3,4,12,0.19239654941125311,64
3,4,13,0.19172835107241865,68
3,4,14,0.19164943476958488,72
3,4,15,0.1907643012515799,76
3,5,1,0.5304298586292094,24
3,5,2,0.3116532523351635,28
3,5,3,0.2666538563099483,32
3,5,4,0.19879852259936204,36
3,5,5,0.19435494359120356,40
3,5,6,0.1920473897042403,44
3,5,7,0.19167568610739738,48
3,5,8,0.19134820680237788,52
3,5,9,0.1909800992948322,56
3,5,10,0.18939042736093956,60
3,5,11,0.18866394088155497,64
3,5,12,0.18847670424596125,68
3,5,13,0.1878962792318896,72
3,5,14,0.18778989225238604,76
3,5,15,0.18707486289746547,80
3,6,1,0.5298420441378414,28
3,6,2,0.3103852825753505,32
3,6,3,0.2652780064722502,36
3,6,4,0.19571006047940537,40
3,6,5,0.19171249228449047,44
3,6,6,0.18946128484377228,48
3,6,7,0.18926128987621996,52
3,6,8,0.1888998347840227,56
3,6,9,0.18873906193021603,60
3,6,10,0.18729525157729177,64
3,6,11,0.18659144329728808,68
3,6,12,0.18643663379781542,72
3,6,13,0.1857009751634461,76
3,6,14,0.1855869675689817,80
3,6,15,0.18475273231575565,84
3,7,1,0.5297421207009575,32
3,7,2,0.30971856421015054,36
3,7,3,0.2642774829478154,40
3,7,4,0.19519474158438635,44
3,7,5,0.19135711137716205,48
3,7,6,0.1892905447233409,52
3,7,7,0.18910361687253643,56
3,7,8,0.1888189250797124,60
3,7,9,0.18867569134597303,64
3,7,10,0.18726458711110927,68
3,7,11,0.18657852735900082,72
3,7,12,0.18643624238809275,76
3,7,13,0.18571094895070395,80
3,7,14,0.18559800995005168,84
3,7,15,0.18476282482785872,88
3,8,1,0.5296774895938828,36
3,8,2,0.309294673646014,40
3,8,3,0.2636421546630504,44
3,8,4,0.1948170399698227,48
3,8,5,0.1910231808677347,52
3,8,6,0.1889721319551185,56
3,8,7,0.1888202682370452,60
3,8,8,0.1884225124530686,64
3,8,9,0.1883022636518967,68
3,8,10,0.1868358428449088,72
3,8,11,0.1861412575599914,76
3,8,12,0.18597940273685826,80
3,8,13,0.1852334463583498,84
3,8,14,0.18512717984878732,88
3,8,15,0.184300019942975,92
3,9,1,0.5295847649999116,40
3,9,2,0.30893085184676333,44
3,9,3,0.2632819062693735,48
3,9,4,0.19447212056387506,52
3,9,5,0.19069499665806688,56
3,9,6,0.1888217799332836,60
3,9,7,0.18870293623684894,64
3,9,8,0.18831769498127715,68
3,9,9,0.18820131905222115,72
3,9,10,0.18668087048933066,76
3,9,11,0.18592183818103455,80
3,9,12,0.1857835111535472,84
3,9,13,0.18501755685630583,88
3,9,14,0.18489964714457702,92
3,9,15,0.18400118655636183,96
3,10,1,0.5291237190447605,44
3,10,2,0.3073990366240781,48
3,10,3,0.262037988354011,52
3,10,4,0.19245894207660974,56
3,10,5,0.18873923196101647,60
3,10,6,0.18708042595980226,64
3,10,7,0.18695241883867372,68
3,10,8,0.18649786924183603,72
3,10,9,0.18633643681234577,76
3,10,10,0.1844030177707216,80
3,10,11,0.18354291592757294,84
3,10,12,0.1833926876980504,88
3,10,13,0.18261151055951763,92
3,10,14,0.18248423881418144,96
3,10,15,0.18145562255446712,100
3,11,1,0.5274063548899898,48
3,11,2,0.306933581601736,52
3,11,3,0.26166112343387105,56
3,11,4,0.19154240539917566,60
3,11,5,0.1879313943567049,64
3,11,6,0.1862981422787815,68
3,11,7,0.18617179132182143,72
3,11,8,0.18568613240070925,76
3,11,9,0.18543975775992433,80
3,11,10,0.18341030378284293,84
3,11,11,0.18250846853549485,88
3,11,12,0.18236632134045794,92
3,11,13,0.18157128719013105,96
3,11,14,0.18144868516149082,100
3,11,15,0.18033621035527553,104
3,12,1,0.5258787871703414,52
3,12,2,0.3068413220814207,56
3,12,3,0.26164980113532105,60
3,12,4,0.19136035581448216,64
3,12,5,0.18772556364745538,68
3,12,6,0.1860998138401545,72
3,12,7,0.18599610196116562,76
3,12,8,0.18548360338912748,80
3,12,9,0.18527476115251015,84
3,12,10,0.18326462336764981,88
3,12,11,0.1823629052599848,92
3,12,12,0.18222158970942526,96
3,12,13,0.181392144658798,100
3,12,14,0.18126639119892118,104
3,12,15,0.18011340176224566,108
3,13,1,0.5255100478665372,56
3,13,2,0.30576361980588196,60
3,13,3,0.2610351110595712,64
3,13,4,0.19087719312037274,68
3,13,5,0.18730307668471208,72
3,13,6,0.18556651526463908,76
3,13,7,0.18544871660741538,80
3,13,8,0.1849254728965632,84
3,13,9,0.18470364099574768,88
3,13,10,0.18267033467851776,92
3,13,11,0.18175705894748967,96
3,13,12,0.18157533301077164,100
3,13,13,0.1807603425837265,104
3,13,14,0.1806380810215997,108
3,13,15,0.1794984594842767,112
3,14,1,0.525036362956628,60
3,14,2,0.3055306637941708,64
3,14,3,0.26097609550328726,68
3,14,4,0.1907891497916261,72
3,14,5,0.18716265765529838,76
3,14,6,0.18544157116950685,80
3,14,7,0.18532850260463188,84
3,14,8,0.18478928517474055,88
3,14,9,0.18458723002947766,92
3,14,10,0.18260238562640768,96
3,14,11,0.18168099098648552,100
3,14,12,0.1814979554892312,104
3,14,13,0.18066784039881498,108
3,14,14,0.18052477808651063,112
3,14,15,0.1794273121711096,116
3,15,1,0.5246997435951813,64
3,15,2,0.30472740289501027,68
3,15,3,0.260603760229948,72
3,15,4,0.19012742875279307,76
3,15,5,0.1866282011877053,80
3,15,6,0.18480198880994209,84
3,15,7,0.18468123096397265,88
3,15,8,0.1841528655807893,92
3,15,9,0.18388201601177082,96
3,15,10,0.18173371661701154,100
3,15,11,0.18077953032205962,104
3,15,12,0.18058216884274655,108
3,15,13,0.1797846088812533,112
3,15,14,0.1796443106787066,116
3,15,15,0.1785378800603163,120
4,1,1,0.9491263866077476,10
4,1,2,0.6978698904642736,15
4,1,3,0.5570671574426511,20
4,1,4,0.5196799564971073,25
4,1,5,0.5141552030388007,30
4,1,6,0.5137569471994405,35
4,1,7,0.5136443074216838,40
4,1,8,0.5135424052422211,45
4,1,9,0.5132236288877288,50
4,1,10,0.5123493472074749,55
4,1,11,0.5104626641830395,60
4,1,12,0.5092981839376234,65
4,1,13,0.5090534915527766,70
4,1,14,0.5087811904660359,75
4,1,15,0.5085540524011881,80
4,2,1,0.6996189430424887,15
4,2,2,0.3889257019799734,20
4,2,3,0.35866652155428974,25
4,2,4,0.3018346494608237,30
4,2,5,0.29439940832867084,35
4,2,6,0.29326252213902493,40
4,2,7,0.29273920788075486,45
4,2,8,0.292415608983271,50
4,2,9,0.2922036268446545,55
4,2,10,0.2918543684877858,60
4,2,11,0.2910536690304154,65
4,2,12,0.2908603618863182,70
4,2,13,0.2897444252238176,75
4,2,14,0.28930320981542396,80
4,2,15,0.2884910253554614,85
4,3,1,0.5590879064932399,20
4,3,2,0.3594520355068317,25
4,3,3,0.3267439083651995,30
4,3,4,0.258184898581446,35
4,3,5,0.25105284133625694,40
4,3,6,0.24936550304172048,45
4,3,7,0.24846205197309387,50
4,3,8,0.24811705166465703,55
4,3,9,0.24780281630011977,60
4,3,10,0.24726683680703704,65
4,3,11,0.2464617520778291,70
4,3,12,0.24634763771141696,75
4,3,13,0.24534125949202384,80
4,3,14,0.24496973904846608,85
4,3,15,0.24430643960358633,90
4,4,1,0.5230335711930492,25
4,4,2,0.303131387795198,30
4,4,3,0.2594257770708042,35
4,4,4,0.1929722560953116,40
4,4,5,0.18226997770624126,45
4,4,6,0.17893139603524708,50
4,4,7,0.17816274405436364,55
4,4,8,0.1772986262090795,60
4,4,9,0.1767356545556813,65
4,4,10,0.1758652157406402,70
4,4,11,0.17479599437313603,75
4,4,12,0.17466631902836688,80
4,4,13,0.17394210633353188,85
4,4,14,0.17373327698030464,90
4,4,15,0.17339990514566528,95
4,5,1,0.5176095745315983,30
4,5,2,0.2957074357080279,35
4,5,3,0.2521090677153575,40
4,5,4,0.18212982848778023,45
4,5,5,0.16656049283134816,50
4,5,6,0.16452742113988364,55
4,5,7,0.1633108219148903,60
4,5,8,0.1628612582674557,65
4,5,9,0.16236386531777522,70
4,5,10,0.16179089905761662,75
4,5,11,0.1609060551641994,80
4,5,12,0.16070382912649547,85
4,5,13,0.16002351975951867,90
4,5,14,0.15993500310090875,95
4,5,15,0.15944035304021492,100
4,6,1,0.5171307640026997,35
4,6,2,0.2942527674577035,40
4,6,3,0.2500582644182082,45
4,6,4,0.17853032084818043,50
4,6,5,0.16409406619073907,55
4,6,6,0.16225574274100485,60
4,6,7,0.16126784392524607,65
4,6,8,0.16077073808750814,70
4,6,9,0.1604017934294357,75
4,6,10,0.15994912502452477,80
4,6,11,0.15902116693610754,85
4,6,12,0.15888148585290857,90
4,6,13,0.15810158611389108,95
4,6,14,0.15796870172834573,100
4,6,15,0.15743082640907094,105
4,7,1,0.5169388604127425,40
4,7,2,0.293552951305658,45
4,7,3,0.24886194370355283,50
4,7,4,0.1779494463317381,55
4,7,5,0.162727682424783,60
4,7,6,0.16118124733007608,65
4,7,7,0.15938235027144013,70
4,7,8,0.15885762918019272,75
4,7,9,0.15859658671696364,80
4,7,10,0.15821619594392583,85
4,7,11,0.15717528538771228,90
4,7,12,0.1569511684902774,95
4,7,13,0.156043722515029,100
4,7,14,0.1559296813740237,105
4,7,15,0.15527361015983693,110
4,8,1,0.5168600558534713,45
4,8,2,0.2933038987261002,50
4,8,3,0.2485295590819754,55
4,8,4,0.17722838769025615,60
4,8,5,0.16221145629556347,65
4,8,6,0.16062263619066242,70
4,8,7,0.1587984421260717,75
4,8,8,0.15831229500911426,80
4,8,9,0.15808202000472585,85
4,8,10,0.15767218598976393,90
4,8,11,0.15669089626053231,95
4,8,12,0.1564433557882909,100
4,8,13,0.15558107136083174,105
4,8,14,0.15547418827253237,110
4,8,15,0.15481428494275556,115
4,9,1,0.5165447929538339,50
4,9,2,0.2931270869854204,55
4,9,3,0.24824738894810613,60
4,9,4,0.17678039222939046,65
4,9,5,0.16177628709620892,70
4,9,6,0.16029067589022206,75
4,9,7,0.15855958798381048,80
4,9,8,0.15809020945378238,85
4,9,9,0.15783577908720978,90
4,9,10,0.15740523172850254,95
4,9,11,0.15637383108121108,100
4,9,12,0.15610255783154486,105
4,9,13,0.15520419813213257,110
4,9,14,0.15505299937353578,115
4,9,15,0.15440023547447276,120
4,10,1,0.515438928041734,55
4,10,2,0.2925535400927859,60
4,10,3,0.24750146769835296,65
4,10,4,0.17564065233200707,70
4,10,5,0.16099169375970776,75
4,10,6,0.15966456030678589,80
4,10,7,0.15799844977383823,85
4,10,8,0.15749476859543607,90
4,10,9,0.15721880858840592,95
4,10,10,0.15664865735180508,100
4,10,11,0.15550465481872008,105
4,10,12,0.15524414126509334,110
4,10,13,0.15432023942639517,115
