Xreal,Ximg,X_magnitude,Ypred_real,Ypred_img,Yreal,Yimg,error_point,G_real,G_img,G_magnitude,G_magnitude_dB,G_phase_deg
1.0973548889160156,0.2024822980165481,1.1158793990561628,25.346909200794016,4.133035691456371,25.368165969848636,4.032464027404785,0.1027935301502311,23.012115746716677,-0.5714487241516464,23.019209907914306,27.241808263789267,-1.4225059909123352
1.0615763664245603,0.3407153785228729,1.1149131584626477,24.589921406085523,7.27861919998486,24.60697555541992,7.238337516784668,0.04374309100830063,22.99893448761561,-0.5630806898977405,23.00582638004926,27.23675675884083,-1.402486853430233
1.0084078311920166,0.473099946975708,1.1138715876786713,23.428501866441366,10.307009780877706,23.453981399536133,10.300141334533691,0.02638905382744807,22.990204653785263,-0.571716373375169,22.99731222631277,27.233541630360406,-1.4245277882157719
0.9386492967605592,0.5972692966461182,1.1125615106704172,21.886182477482862,13.193762073839025,21.922605514526367,13.183323860168455,0.037889232403217496,22.985774014576513,-0.581019151951507,22.993116150363687,27.2319566634882,-1.4479763781128319
0.8534095883369446,0.7109582424163818,1.1107517940229599,19.98693524620603,15.873423551541464,20.02911376953125,15.871559143066406,0.042219709246487554,23.00028686659746,-0.5632516780347734,23.007182539341592,27.237268764042177,-1.4028301140347015
0.7541043758392334,0.812066376209259,1.1082081072747652,17.763646717286008,18.265399120422103,17.79262924194336,18.287921905517575,0.036705075724901906,23.01760914228561,-0.5356082693584366,23.02383996741715,27.243555158754035,-1.3330036158495069
0.6424511075019836,0.8987200260162354,1.104735765100935,15.262500321053949,20.306137730525393,15.254165649414062,20.3120174407959,0.010199889421450491,22.98748560049004,-0.5405799944437545,22.993840935414198,27.23223045429149,-1.3471349193737288
0.5204620361328125,0.9693304896354676,1.100219218698005,12.532747095560183,21.962331823013415,12.496835708618164,21.959806442260746,0.03600007305611092,22.958152976615402,-0.5653269657735057,22.965112293997286,27.221371467140308,-1.4105797114828946
0.3903445899486542,1.0226629972457886,1.0946271076663152,9.612316990435659,23.219728380970878,9.543060302734377,23.29570770263672,0.10280732518723658,22.99160798110377,-0.5558140996575232,22.99832530577243,27.233924253446197,-1.3848357451371867
0.2546091973781585,1.0578510761260986,1.0880600822797861,6.539342882834148,24.07952077770142,6.4412384033203125,24.1406192779541,0.11557471883507991,22.95612672728367,-0.5637820065716671,22.963048675427256,27.2205909280206,-1.4068504627798055
