n,e
942,0.570393472664627
943,0.6927143829010807
944,0.7364801672984334
945,0.7644439736558213
946,0.7814070391928554
947,0.7504173256763204
948,0.7435442100768874
949,0.7002809602171179
950,0.6771249882928948
951,0.6623896583145931
952,0.5310542136040314
953,0.3214813441994387
954,0.2395314194163651
955,0.3821696856191364
956,0.6030886109203337
957,0.8345431835788826
958,1.052091880830578
959,1.1211633111454176
960,1.1790790352279654
961,1.0799323721172818
962,0.9712959054399505
963,0.7970301062170859
964,0.5339593891781177
965,0.3082142973938417
966,0.18114120806286022
967,0.3401565626434632
968,0.4699345783941799
969,0.6040987533952957
970,0.7357469455730998
971,0.7168970633462247
972,0.7027769911962789
973,0.5317088590878728
974,0.3996235317409866
975,0.28478084488540056
976,0.220095031964544
977,0.3707783286589075
978,0.4860337222098161
979,0.5700370405340831
980,0.6842654448981131
981,0.7674285322719583
982,0.8050357370843871
983,0.9101102093662011
984,0.958670699997821
985,1.0464633913095385
986,1.1172748471980192
987,1.2296943788746748
988,1.2725336607748199
989,1.288575874788589
990,1.2278090430764235
991,1.196954182311365
992,1.117288256843226
993,1.04054084634593
994,0.9636011170224517
995,0.8237283042044206
996,0.7589657632569059
997,0.6822245947290632
998,0.6170208806633267
999,0.5081736677897161
1000,0.4727177678537272
1001,0.4362320968865414
1002,0.3441679202700974
1003,0.3200121984524498
1004,0.25856112056899866
1005,0.2450703397303237
1006,0.21503810513141247
1007,0.1398152595343838
1008,0.06947678503231627
1009,0.07869302428015594
1010,0.011371304590791246
1011,0.09046454855840404
1012,0.1425084923950181
1013,0.22853371921958313
1014,0.30008591140864993
1015,0.36768768866950446
1016,0.42039215255158935
1017,0.5291720465863495
1018,0.552110959452762
1019,0.6466987176162171
1020,0.7197003611874396
1021,0.7638812746721297
1022,0.8568915993795218
1023,0.9292804280838589
1024,0.9987010664745213
1025,1.1176805684168105
1026,1.1689871278260267
1027,1.1986678433796654
1028,1.22013842915488
1029,1.2882396063118944
1030,1.2146908006862815
1031,1.1264201744434665
1032,1.0603946321272035
1033,0.9156634172190247
1034,0.8324321973962627
1035,0.721383071970681
1036,0.6772842690347944
1037,0.660872113832179
1038,0.5309952805411549
1039,0.45357780858006114
1040,0.40882604405012984
1041,0.33697301153960973
1042,0.34027898054708183
1043,0.42442546460439323
1044,0.5477684801937512
1045,0.6889440595865788
1046,0.8064828881772745
1047,0.7998209291419699
1048,0.7701154374267896
1049,0.6557100995301233
1050,0.49157613633230096
1051,0.3143467602931682
1052,0.27602908695298467
1053,0.413437391717995
1054,0.6297373532723245
1055,0.8733316887729309
1056,1.0462600748410535
1057,1.1909086989493516
1058,1.2245742531913872
1059,1.109116534150524
1060,0.9667038818673728
1061,0.7348334514159255
1062,0.4565767115833537
1063,0.18455600813586753
1064,0.18887338206505574
1065,0.4076413701265217
1066,0.5937033302454648
1067,0.7204001114498008
1068,0.7988735409919794
1069,0.7504574394323201
1070,0.7085779963849183
1071,0.6919300307681028
1072,0.6459486570630127
1073,0.6316904119102333
1074,0.6403079828850816
1075,0.6158398919705066
1076,0.6498031910520136
1077,0.6080355253268915
1078,0.658732950062022
1079,0.7566003101306501
1080,0.9048836101514313
1081,0.974604221597208
1082,1.0364670488424783
1083,0.9851645737060252
1084,0.9077640017224523
1085,0.7416002847425116
1086,0.5595265968400432
1087,0.3581623324887746
1088,0.25761874316771494
1089,0.3412347682512963
1090,0.49387706037286916
1091,0.657265342873384
1092,0.7733053845225631
1093,0.911263881703866
1094,0.968185682438852
1095,1.0113116046456725
1096,0.9787001317721689
1097,0.8658361213434024
1098,0.7433706117849672
1099,0.5373284223259077
1100,0.26757136974469675
1101,0.21334618675032543
1102,0.32925249320527405
1103,0.4251844459780921
1104,0.5547911571553326
1105,0.5280378327938878
1106,0.5017478793705161
1107,0.3693303630355132
1108,0.2574636961780985
1109,0.09341084578577119
1110,0.24077888757828375
1111,0.37954507127244186
1112,0.5343730681412147
1113,0.6540985424692124
1114,0.7817971904095525
1115,0.803534669909093
1116,0.7773114835566843
1117,0.7960379579606036
1118,0.8405303677189858
1119,0.8222623600199377
1120,0.9067783320782485
1121,0.9975340596722672
1122,1.1277778266350298
1123,1.2136210984347995
1124,1.2231768576462019
1125,1.2265752830861916
1126,1.2323606110780885
1127,1.1763798007065498
1128,1.0480923393632267
1129,0.9774365736342141
1130,0.9148993175985833
1131,0.8391785400704121
1132,0.7336536778903663
1133,0.6959542146853493
1134,0.6197889303768594
1135,0.5723940752286498
1136,0.49804562962830307
1137,0.41049245973211523
1138,0.3590475216286796
1139,0.28635776755681686
1140,0.23989631457272556
1141,0.14396659946765797
1142,0.11032770260764817
1143,0.08927499067271479
1144,0.12919569058724356
1145,0.15268708809587275
1146,0.23503348518303857
1147,0.3116118546541833
1148,0.38631155407394463
1149,0.4371526979559676
1150,0.5185556598407697
1151,0.5785359335469861
1152,0.7045443610136708
1153,0.7996203007741701
1154,0.829760946405551
1155,0.9139644415488234
1156,0.9731169630731784
1157,1.0080272089296174
1158,1.0941972498503463
1159,1.1241599649461642
1160,1.1669271608635783
1161,1.1865007365118119
1162,1.1570331605296786
1163,1.143894010291739
1164,1.132184019611449
1165,1.066527941242691
1166,0.9253502910920313
1167,0.8553215259608927
1168,0.7834985894386404
1169,0.7271129197839876
1170,0.6558625029645802
1171,0.6558414536981125
1172,0.6005523656097014
1173,0.5982945947019188
1174,0.5197295159302598
1175,0.39694119826892393
1176,0.323657842815647
1177,0.2631194087159224
1178,0.3492680176525352
1179,0.47412677290972977
1180,0.5782347448516872
1181,0.6702295333343801
1182,0.6781359158217584
1183,0.6214239275186388
1184,0.49531597877030303
1185,0.34775627772790185
1186,0.21677829320127376
1187,0.3907227027469289
1188,0.5640121711123074
1189,0.7276783420338722
1190,0.8822401790823307
1191,0.9306904742268135
1192,0.9566366963870249
1193,0.9311604135706513
1194,0.8504631636072145
1195,0.7046876778421045
1196,0.5396216166985246
1197,0.42972261760601904
1198,0.4010818142746862
1199,0.5018902804322934
1200,0.6403349928034707
1201,0.7124028703722793
1202,0.8281461534451273
1203,0.8392959018323031
1204,0.863595426206323
1205,0.8452430002898242
1206,0.7548807107001914
1207,0.7203941642896763
1208,0.6385300408648175
1209,0.6098353671864293
1210,0.6560869370439946
1211,0.6606315844902552
1212,0.7071067383707029
1213,0.7231503546205952
1214,0.7059807790257613
1215,0.7154416153654093
1216,0.6859792144178453
1217,0.7480107608827568
1218,0.7518958166228604
1219,0.695808101304682
1220,0.6171547711717028
1221,0.4569888051860825
1222,0.32214005469368845
1223,0.2242029257328917
1224,0.3598606064264108
1225,0.6016412351671553
1226,0.8551522537482213
1227,1.0126253901524704
1228,1.131408136560545
1229,1.1383679506297264
1230,1.0651012049065391
1231,0.9364500625882589
1232,0.7044206385519953
1233,0.4732823009653042
1234,0.21781656621091636
1235,0.09639284532181919
1236,0.310109520183707
1237,0.4840920253928426
1238,0.5992525349459701
1239,0.7133815405327999
1240,0.6352024615410831
1241,0.5414892251475406
1242,0.41256088175552247
1243,0.2660160243265414
1244,0.23811070923032562
1245,0.3408135931200497
1246,0.5024424385050239
1247,0.615768018321736
1248,0.6882893010214847
1249,0.7752781654497458
1250,0.7855869618479808
1251,0.8586822813343735
1252,0.9351399026420157
1253,1.0617798033238266
1254,1.1912359346409147
1255,1.2877247042746256
1256,1.2887123564491865
1257,1.3411907861903523
1258,1.2777444292345588
