memory,r_deg,i_deg,score,n_coef,N
7,4,1,0.4452163374879336,40,9670
7,4,2,0.292051204755101,48,9670
7,4,3,0.25455924632112814,56,9670
7,4,4,0.18571582589947985,64,9670
7,4,5,0.160309642310311,72,9670
7,4,6,0.15680272738853812,80,9670
7,4,7,0.15428413415198938,88,9670
7,4,8,0.1518394100155828,96,9670
7,4,9,0.14935555693840927,104,9670
7,4,10,0.14892641690410466,112,9670
7,4,11,0.148196314853071,120,9670
7,4,12,0.1479503685323495,128,9670
7,4,13,0.1465877122151007,136,9670
7,4,14,0.14562720266432475,144,9670
7,4,15,0.14533453562899867,152,9670
7,5,1,0.43514932888848906,48,9670
7,5,2,0.27860916182826545,56,9670
7,5,3,0.2403084763905386,64,9670
7,5,4,0.1607916829776007,72,9670
7,5,5,0.13753414792872118,80,9670
7,5,6,0.13306744972854057,88,9670
7,5,7,0.13159218836242473,96,9670
7,5,8,0.1295440827156028,104,9670
7,5,9,0.12796889360081068,112,9670
7,5,10,0.12760537242897452,120,9670
7,5,11,0.12709274974051868,128,9670
7,5,12,0.12684625410873393,136,9670
7,5,13,0.1256818563706583,144,9670
7,5,14,0.12482338293272573,152,9670
7,5,15,0.1244130108503893,160,9670
7,6,1,0.4342947848419878,56,9670
7,6,2,0.2762114350311349,64,9670
7,6,3,0.23726261482677338,72,9670
7,6,4,0.15682145591602364,80,9670
7,6,5,0.13250107159559082,88,9670
7,6,6,0.12900797230002586,96,9670
7,6,7,0.12775747375855878,104,9670
7,6,8,0.1261752240239607,112,9670
7,6,9,0.12487347684611338,120,9670
7,6,10,0.12440826263640271,128,9670
7,6,11,0.12391265149476288,136,9670
7,6,12,0.12357048007443704,144,9670
7,6,13,0.12252818139376537,152,9670
7,6,14,0.12165026264881125,160,9670
7,6,15,0.1212832819020015,168,9670
7,7,1,0.4336927362229776,64,9670
7,7,2,0.27521016487990385,72,9670
7,7,3,0.23606459308649058,80,9670
7,7,4,0.15376700521082023,88,9670
7,7,5,0.13081491203811496,96,9670
7,7,6,0.12754481214757052,104,9670
7,7,7,0.12633680024537694,112,9670
7,7,8,0.12497494765028687,120,9670
7,7,9,0.12354436207415223,128,9670
7,7,10,0.12308612904874963,136,9670
7,7,11,0.12258857734794301,144,9670
7,7,12,0.12221746555643696,152,9670
7,7,13,0.12124308129957713,160,9670
7,7,14,0.12037655522249,168,9670
7,7,15,0.12001930354157196,176,9670
7,8,1,0.4334849541402054,72,9670
7,8,2,0.2736535406231919,80,9670
7,8,3,0.23417055352509566,88,9670
7,8,4,0.1513162011716098,96,9670
7,8,5,0.12876889293728905,104,9670
7,8,6,0.12603226307611845,112,9670
7,8,7,0.1250031759747498,120,9670
7,8,8,0.12367741916094925,128,9670
7,8,9,0.12237388562123619,136,9670
7,8,10,0.12185084620328586,144,9670
7,8,11,0.12140252926811798,152,9670
7,8,12,0.12098569440124676,160,9670
7,8,13,0.11997874192056664,168,9670
7,8,14,0.11908490355915727,176,9670
7,8,15,0.11872027425635136,184,9670
7,9,1,0.4328694095689952,80,9670
7,9,2,0.2732916438581462,88,9670
7,9,3,0.23339720677249334,96,9670
7,9,4,0.14899557430383023,104,9670
7,9,5,0.1271434171972858,112,9670
7,9,6,0.12455789802542934,120,9670
7,9,7,0.12339688615503258,128,9670
7,9,8,0.12229490065197415,136,9670
7,9,9,0.12099376572912518,144,9670
7,9,10,0.12043829527863918,152,9670
7,9,11,0.11993929470957718,160,9670
7,9,12,0.11951758705869235,168,9670
7,9,13,0.1185052879299949,176,9670
7,9,14,0.11775494873263498,184,9670
7,9,15,0.1173739884632705,192,9670
7,10,1,0.42866454334168147,88,9670
7,10,2,0.27297706422601736,96,9670
7,10,3,0.23310862388668238,104,9670
7,10,4,0.14853177634423514,112,9670
7,10,5,0.12664498241837283,120,9670
7,10,6,0.12403888741910399,128,9670
7,10,7,0.12285146686234902,136,9670
7,10,8,0.12172747820949037,144,9670
7,10,9,0.12041265015271707,152,9670
7,10,10,0.11974968818938504,160,9670
7,10,11,0.11914737935547962,168,9670
7,10,12,0.11879045364009905,176,9670
7,10,13,0.11779859706811166,184,9670
7,10,14,0.11704500021139275,192,9670
7,10,15,0.11666437421291516,200,9670
7,11,1,0.4241900432239974,96,9670
7,11,2,0.27202168622968786,104,9670
7,11,3,0.23229660545356182,112,9670
7,11,4,0.14802905920384973,120,9670
7,11,5,0.1261131687064244,128,9670
7,11,6,0.12347621564425315,136,9670
7,11,7,0.12231702321758801,144,9670
7,11,8,0.12121967931964815,152,9670
7,11,9,0.11986248008353795,160,9670
7,11,10,0.11912604267705995,168,9670
7,11,11,0.11851248350193888,176,9670
7,11,12,0.1181342448361328,184,9670
7,11,13,0.11712723724747105,192,9670
7,11,14,0.11632956515939982,200,9670
7,11,15,0.11591839673504896,208,9670
7,12,1,0.42267896100269525,104,9670
7,12,2,0.27173639642416403,112,9670
7,12,3,0.23209421282969897,120,9670
7,12,4,0.14776183053415545,128,9670
7,12,5,0.1259311729574242,136,9670
7,12,6,0.12326651861061821,144,9670
7,12,7,0.12207597293714066,152,9670
7,12,8,0.12090908166574207,160,9670
7,12,9,0.11953259326069807,168,9670
7,12,10,0.11882633082812519,176,9670
7,12,11,0.11819778631239897,184,9670
7,12,12,0.11780871323477243,192,9670
7,12,13,0.11678498594135725,200,9670
7,12,14,0.11596571234519985,208,9670
7,12,15,0.1155696120110811,216,9670
7,13,1,0.42228555496160847,112,9670
7,13,2,0.2713950414916721,120,9670
7,13,3,0.23104208114344513,128,9670
7,13,4,0.1469305483982393,136,9670
7,13,5,0.12520750395641483,144,9670
7,13,6,0.12264030353419478,152,9670
7,13,7,0.12146004223423569,160,9670
7,13,8,0.12028403040682159,168,9670
7,13,9,0.11888166095841246,176,9670
7,13,10,0.11815023989644037,184,9670
7,13,11,0.11752012613298479,192,9670
7,13,12,0.1170959368025005,200,9670
7,13,13,0.11606215735915223,208,9670
7,13,14,0.11515200431243008,216,9670
7,13,15,0.11477839069300995,224,9670
7,14,1,0.42215378430663575,120,9670
7,14,2,0.2702222380535026,128,9670
7,14,3,0.23027407439582478,136,9670
7,14,4,0.14590926565584694,144,9670
7,14,5,0.12415014895596563,152,9670
7,14,6,0.12161995643895394,160,9670
7,14,7,0.12043531664613724,168,9670
7,14,8,0.11923063470501975,176,9670
7,14,9,0.11794738359013517,184,9670
7,14,10,0.11729724270139603,192,9670
7,14,11,0.11664069580146218,200,9670
7,14,12,0.11624704501909716,208,9670
7,14,13,0.11512065924945812,216,9670
7,14,14,0.11414252592897789,224,9670
7,14,15,0.11373830277689252,232,9670
7,15,1,0.4222545070387423,128,9670
7,15,2,0.2701530553999308,136,9670
7,15,3,0.23010918610741585,144,9670
7,15,4,0.14578153113476455,152,9670
7,15,5,0.12393066499738958,160,9670
7,15,6,0.12143402655764114,168,9670
7,15,7,0.12026432960659346,176,9670
7,15,8,0.11907294314854268,184,9670
7,15,9,0.1177758485355035,192,9670
7,15,10,0.11709874199456902,200,9670
7,15,11,0.11643454536792752,208,9670
7,15,12,0.11602902959309579,216,9670
7,15,13,0.11491007246196001,224,9670
7,15,14,0.11389061195678761,232,9670
7,15,15,0.11347455747979188,240,9670
8,1,1,0.949592951113045,18,9669
8,1,2,0.6287203326997929,27,9669
8,1,3,0.4819268039476216,36,9669
8,1,4,0.44292601376081125,45,9669
8,1,5,0.4315701146220426,54,9669
8,1,6,0.43006523429959326,63,9669
8,1,7,0.429480841749581,72,9669
8,1,8,0.4289977628708061,81,9669
8,1,9,0.42821328792692775,90,9669
8,1,10,0.4248318912129851,99,9669
8,1,11,0.4209233773357272,108,9669
8,1,12,0.4185607564818477,117,9669
8,1,13,0.4179610099255903,126,9669
8,1,14,0.4175780179939923,135,9669
8,1,15,0.4174187157267518,144,9669
8,2,1,0.6290935533418478,27,9669
8,2,2,0.3822231053566052,36,9669
8,2,3,0.34316830271926313,45,9669
8,2,4,0.28765227496736084,54,9669
8,2,5,0.27272767724696356,63,9669
8,2,6,0.27062558828181016,72,9669
8,2,7,0.26913819671254285,81,9669
8,2,8,0.26776731413364874,90,9669
8,2,9,0.26737640106223287,99,9669
8,2,10,0.26694449057024705,108,9669
8,2,11,0.266375702177252,117,9669
8,2,12,0.2660622400989232,126,9669
8,2,13,0.2655908644610035,135,9669
8,2,14,0.2644769513939931,144,9669
8,2,15,0.2643578693472492,153,9669
8,3,1,0.4848106238480268,36,9669
8,3,2,0.34347940178369757,45,9669
8,3,3,0.30893685115349107,54,9669
8,3,4,0.25201740096863606,63,9669
8,3,5,0.23757783533871002,72,9669
8,3,6,0.23421636999872453,81,9669
8,3,7,0.23287227958101542,90,9669
8,3,8,0.23077427461272274,99,9669
8,3,9,0.22923991821431092,108,9669
8,3,10,0.22875089710928395,117,9669
8,3,11,0.22840846076021198,126,9669
8,3,12,0.22799343003085412,135,9669
8,3,13,0.2269223033573459,144,9669
8,3,14,0.22574533268137462,153,9669
8,3,15,0.2255248486361651,162,9669
8,4,1,0.4439771453987721,45,9669
8,4,2,0.2892756861804776,54,9669
8,4,3,0.25309506324903275,63,9669
8,4,4,0.1811354429418738,72,9669
8,4,5,0.15854210132466368,81,9669
8,4,6,0.1533451038838488,90,9669
8,4,7,0.15069028378506186,99,9669
8,4,8,0.1467042595018814,108,9669
8,4,9,0.14534279909641792,117,9669
8,4,10,0.1446117047142457,126,9669
8,4,11,0.1441247923272267,135,9669
8,4,12,0.14383227800831289,144,9669
8,4,13,0.14257116750997323,153,9669
8,4,14,0.14163388688971804,162,9669
8,4,15,0.14133254108889196,171,9669
8,5,1,0.43265396517709065,54,9669
8,5,2,0.27437563852857827,63,9669
8,5,3,0.23895211661717367,72,9669
8,5,4,0.15900954515515767,81,9669
8,5,5,0.13447460480444118,90,9669
8,5,6,0.12878859904388118,99,9669
8,5,7,0.127008748992888,108,9669
8,5,8,0.12490643504306481,117,9669
8,5,9,0.12359312270454789,126,9669
8,5,10,0.12295913712192012,135,9669
8,5,11,0.12253610860216559,144,9669
8,5,12,0.1221784261856116,153,9669
8,5,13,0.12144895921190234,162,9669
8,5,14,0.12048706793461521,171,9669
8,5,15,0.12025207562299246,180,9669
8,6,1,0.43123107460794635,63,9669
8,6,2,0.27226110267422243,72,9669
8,6,3,0.23562071116728162,81,9669
8,6,4,0.15326836918025302,90,9669
8,6,5,0.12834826933227286,99,9669
8,6,6,0.12374380528654463,108,9669
8,6,7,0.12234674108634602,117,9669
8,6,8,0.12082382496992412,126,9669
8,6,9,0.11965148425674431,135,9669
8,6,10,0.11890555948960412,144,9669
8,6,11,0.11851297530004905,153,9669
8,6,12,0.11804073974875622,162,9669
8,6,13,0.11739134317797097,171,9669
8,6,14,0.11648067227125587,180,9669
8,6,15,0.11630088836037203,189,9669
8,7,1,0.4304849330310926,72,9669
8,7,2,0.2704771214554776,81,9669
8,7,3,0.23392840006807897,90,9669
8,7,4,0.1505063297254083,99,9669
8,7,5,0.12638066305144763,108,9669
8,7,6,0.12216382909967721,117,9669
8,7,7,0.12074734225881678,126,9669
8,7,8,0.11937338962894162,135,9669
8,7,9,0.11825234544901174,144,9669
8,7,10,0.11743672521471117,153,9669
8,7,11,0.11711694821206249,162,9669
8,7,12,0.11661478236460748,171,9669
8,7,13,0.11598652967340994,180,9669
8,7,14,0.11508318745142715,189,9669
8,7,15,0.11493544640046895,198,9669
8,8,1,0.430137505554392,81,9669
8,8,2,0.2691543557623001,90,9669
8,8,3,0.23167227698385431,99,9669
8,8,4,0.14665195547906137,108,9669
8,8,5,0.1242970086409517,117,9669
8,8,6,0.12071543893753228,126,9669
8,8,7,0.11943748750348503,135,9669
8,8,8,0.11814121814258165,144,9669
8,8,9,0.11703537081491133,153,9669
8,8,10,0.11618787177651478,162,9669
8,8,11,0.11588182030498846,171,9669
8,8,12,0.11533413828922104,180,9669
8,8,13,0.11469231422684525,189,9669
8,8,14,0.11376429051675553,198,9669
8,8,15,0.11363091822636663,207,9669
8,9,1,0.4293533251862931,90,9669
8,9,2,0.2688069176132179,99,9669
8,9,3,0.23067829682267144,108,9669
8,9,4,0.14516196702586998,117,9669
8,9,5,0.12285044992263427,126,9669
8,9,6,0.11931845231499527,135,9669
8,9,7,0.11808808662806773,144,9669
8,9,8,0.11690394801238169,153,9669
8,9,9,0.11580107732653144,162,9669
8,9,10,0.1149002537862504,171,9669
8,9,11,0.11454145706687377,180,9669
8,9,12,0.11400687264112593,189,9669
8,9,13,0.11335968691254779,198,9669
8,9,14,0.11252079288837298,207,9669
8,9,15,0.11236964505659776,216,9669
8,10,1,0.42418103122914746,99,9669
8,10,2,0.2683090936115957,108,9669
8,10,3,0.23019191313611292,117,9669
8,10,4,0.1445026564430767,126,9669
8,10,5,0.12210089429833071,135,9669
8,10,6,0.11853243215679428,144,9669
8,10,7,0.11726560656872997,153,9669
8,10,8,0.11604559325979995,162,9669
8,10,9,0.11493550480767448,171,9669
8,10,10,0.11383232698303927,180,9669
8,10,11,0.11336109646350702,189,9669
8,10,12,0.11292035053508988,198,9669
8,10,13,0.11231030598784535,207,9669
8,10,14,0.11151050968067729,216,9669
8,10,15,0.11133134889802379,225,9669
8,11,1,0.4188658329330015,108,9669
8,11,2,0.2674836932265117,117,9669
8,11,3,0.2294729180860041,126,9669
8,11,4,0.14397820731020808,135,9669
8,11,5,0.12165220919024225,144,9669
8,11,6,0.1181022792442684,153,9669
8,11,7,0.1168635104235415,162,9669
8,11,8,0.11565607338198473,171,9669
8,11,9,0.1145176007297138,180,9669
8,11,10,0.11331014903295387,189,9669
8,11,11,0.11284014657295895,198,9669
8,11,12,0.11238896150220092,207,9669
8,11,13,0.11177806228459838,216,9669
8,11,14,0.11093498976290264,225,9669
8,11,15,0.11074558163939786,234,9669
8,12,1,0.4170253570749984,117,9669
8,12,2,0.267055498276932,126,9669
8,12,3,0.2291809505937081,135,9669
8,12,4,0.14371848041320476,144,9669
8,12,5,0.1213815726650055,153,9669
8,12,6,0.11773138606464875,162,9669
8,12,7,0.11644025536690307,171,9669
8,12,8,0.11522673284128196,180,9669
8,12,9,0.11406866540580066,189,9669
8,12,10,0.11293740459328173,198,9669
8,12,11,0.11245993929295271,207,9669
8,12,12,0.11201476474118809,216,9669
8,12,13,0.11137382203780288,225,9669
8,12,14,0.11051946486320939,234,9669
8,12,15,0.11032130621175913,243,9669
8,13,1,0.4164075659764982,126,9669
8,13,2,0.2669186148768928,135,9669
8,13,3,0.22815207103920973,144,9669
8,13,4,0.14306452250907187,153,9669
8,13,5,0.12098524961092556,162,9669
8,13,6,0.1173985832692433,171,9669
8,13,7,0.11612729068727326,180,9669
8,13,8,0.11492086591997475,189,9669
8,13,9,0.11374214186813161,198,9669
8,13,10,0.11259944165077686,207,9669
8,13,11,0.11214048824713792,216,9669
8,13,12,0.11167134309743477,225,9669
8,13,13,0.11102768671926132,234,9669
8,13,14,0.11010127199108428,243,9669
8,13,15,0.10990547822962086,252,9669
8,14,1,0.4163504483008116,135,9669
8,14,2,0.26603909321880265,144,9669
8,14,3,0.2273007638551716,153,9669
8,14,4,0.14210427503057407,162,9669
8,14,5,0.12015456184385019,171,9669
8,14,6,0.11666990684989983,180,9669
8,14,7,0.1154102046731246,189,9669
8,14,8,0.11417110114175587,198,9669
8,14,9,0.11304642009481959,207,9669
8,14,10,0.11200526056836808,216,9669
8,14,11,0.11151120165448995,225,9669
8,14,12,0.11107580849519379,234,9669
8,14,13,0.11036084941951085,243,9669
8,14,14,0.10940076017887664,252,9669
8,14,15,0.10921285208998183,261,9669
8,15,1,0.416320873353696,144,9669
8,15,2,0.26602182357338616,153,9669
8,15,3,0.2272934717074501,162,9669
8,15,4,0.14201063099574823,171,9669
8,15,5,0.12001963771917973,180,9669
8,15,6,0.11657229253055647,189,9669
8,15,7,0.11534778600642878,198,9669
8,15,8,0.11411581926490763,207,9669
8,15,9,0.11297047719204945,216,9669
8,15,10,0.11189599788799609,225,9669
8,15,11,0.11140739876038314,234,9669
8,15,12,0.1109509969270658,243,9669
8,15,13,0.11023706300000141,252,9669
8,15,14,0.10925607042781317,261,9669
8,15,15,0.10905325991796472,270,9669
9,1,1,0.9496079975343716,20,9668
9,1,2,0.6150870660378084,30,9668
9,1,3,0.47581289051159,40,9668
9,1,4,0.4379900933870954,50,9668
9,1,5,0.4251775739280287,60,9668
9,1,6,0.4229190779173609,70,9668
9,1,7,0.4221051502679457,80,9668
9,1,8,0.4216631978524109,90,9668
9,1,9,0.4204509845811601,100,9668
9,1,10,0.41675354030769063,110,9668
9,1,11,0.4133711870171039,120,9668
9,1,12,0.4109494092374758,130,9668
9,1,13,0.4100708371850481,140,9668
9,1,14,0.40970766058321867,150,9668
9,1,15,0.4096465874940264,160,9668
9,2,1,0.6147097857747331,30,9668
9,2,2,0.37855883441654853,40,9668
9,2,3,0.3382582017600914,50,9668
9,2,4,0.28433043231019056,60,9668
9,2,5,0.26789191352769154,70,9668
9,2,6,0.2656610682365997,80,9668
9,2,7,0.2639483331015684,90,9668
9,2,8,0.26258035184263373,100,9668
9,2,9,0.2621791135717813,110,9668
9,2,10,0.26168744695534685,120,9668
9,2,11,0.2612441707497496,130,9668
9,2,12,0.2609925088916257,140,9668
9,2,13,0.2608139323960674,150,9668
9,2,14,0.25991750128329927,160,9668
9,2,15,0.2598941691818312,170,9668
9,3,1,0.47649253932754393,40,9668
9,3,2,0.3382578426678074,50,9668
9,3,3,0.3079404969707808,60,9668
9,3,4,0.2510953786204945,70,9668
9,3,5,0.23458110174878022,80,9668
9,3,6,0.23111810199356278,90,9668
9,3,7,0.22927670297558297,100,9668
9,3,8,0.2265172653119591,110,9668
9,3,9,0.22475498028810187,120,9668
9,3,10,0.2242932316444967,130,9668
9,3,11,0.22376930930162897,140,9668
9,3,12,0.22343714988206043,150,9668
9,3,13,0.2226305880651396,160,9668
9,3,14,0.22145334073095554,170,9668
9,3,15,0.2214365517740987,180,9668
9,4,1,0.4376479381545092,50,9668
9,4,2,0.28546805367424727,60,9668
9,4,3,0.252102858553817,70,9668
9,4,4,0.17806419784867372,80,9668
9,4,5,0.15348657955038356,90,9668
9,4,6,0.14802714735598496,100,9668
9,4,7,0.14345488987050736,110,9668
9,4,8,0.14114242111858338,120,9668
9,4,9,0.13893316479119217,130,9668
9,4,10,0.13820587545222632,140,9668
9,4,11,0.1375061804677549,150,9668
9,4,12,0.1370319630237389,160,9668
9,4,13,0.1360997874775259,170,9668
9,4,14,0.13497908074855264,180,9668
9,4,15,0.13483016621972962,190,9668
9,5,1,0.4248759419214116,60,9668
9,5,2,0.2693168224203457,70,9668
9,5,3,0.23596766010805464,80,9668
9,5,4,0.15382582751954854,90,9668
9,5,5,0.12963092717790933,100,9668
9,5,6,0.122616383964933,110,9668
9,5,7,0.12077318553898218,120,9668
9,5,8,0.11893247503543451,130,9668
9,5,9,0.11787575492140842,140,9668
9,5,10,0.11706340371985044,150,9668
9,5,11,0.11678711646461488,160,9668
9,5,12,0.11622067191507418,170,9668
9,5,13,0.11567503634666869,180,9668
9,5,14,0.11469826924163401,190,9668
9,5,15,0.11451880309518384,200,9668
9,6,1,0.4228818769314961,70,9668
9,6,2,0.26707896980109835,80,9668
9,6,3,0.2325297957207778,90,9668
9,6,4,0.1480796998318148,100,9668
9,6,5,0.12239010254440744,110,9668
9,6,6,0.11707329228701238,120,9668
9,6,7,0.1158391087757329,130,9668
9,6,8,0.11436388548205592,140,9668
9,6,9,0.11344433611785698,150,9668
9,6,10,0.11259321450300572,160,9668
9,6,11,0.11236637433974599,170,9668
9,6,12,0.11175850134124585,180,9668
9,6,13,0.11124783152276001,190,9668
9,6,14,0.11034264742582472,200,9668
9,6,15,0.11026712049504211,210,9668
9,7,1,0.421964006871835,80,9668
9,7,2,0.26496761683142217,90,9668
9,7,3,0.2301935687945439,100,9668
9,7,4,0.14342766799518528,110,9668
9,7,5,0.12017451454455462,120,9668
9,7,6,0.1155640957099799,130,9668
9,7,7,0.11369470078263708,140,9668
9,7,8,0.11259555857848147,150,9668
9,7,9,0.1116474996940171,160,9668
9,7,10,0.11070496972798306,170,9668
9,7,11,0.11052006015202778,180,9668
9,7,12,0.1099021626307377,190,9668
9,7,13,0.10938313409442679,200,9668
9,7,14,0.1084989941675148,210,9668
9,7,15,0.10843823140524653,220,9668
9,8,1,0.42150384252803924,90,9668
9,8,2,0.2636694976295783,100,9668
9,8,3,0.22730227809618833,110,9668
9,8,4,0.1411845284147509,120,9668
9,8,5,0.11829446448121264,130,9668
9,8,6,0.11427972040465449,140,9668
9,8,7,0.11262723534878344,150,9668
9,8,8,0.11144974789171612,160,9668
9,8,9,0.1104332998420854,170,9668
9,8,10,0.10944369725370943,180,9668
9,8,11,0.10925198203088392,190,9668
9,8,12,0.10863367400693681,200,9668
9,8,13,0.10814036135513228,210,9668
9,8,14,0.10727328942302577,220,9668
9,8,15,0.10721806826115553,230,9668
9,9,1,0.4203104606738073,100,9668
9,9,2,0.26323171256620215,110,9668
9,9,3,0.22593437748632056,120,9668
9,9,4,0.1390175940619378,130,9668
9,9,5,0.11713534062529572,140,9668
9,9,6,0.11314183135601888,150,9668
9,9,7,0.11148416519026311,160,9668
9,9,8,0.1102909246124715,170,9668
9,9,9,0.10931142010244142,180,9668
9,9,10,0.10831197919271084,190,9668
9,9,11,0.10810416215904942,200,9668
9,9,12,0.10747291284895322,210,9668
9,9,13,0.1069832486767052,220,9668
9,9,14,0.1062138259967773,230,9668
9,9,15,0.1061467675929501,240,9668
9,10,1,0.41457316177367126,110,9668
9,10,2,0.2627749722613414,120,9668
9,10,3,0.2255883628292169,130,9668
9,10,4,0.13813895567387557,140,9668
9,10,5,0.11614688985550335,150,9668
9,10,6,0.1121852227355934,160,9668
9,10,7,0.11043563096916188,170,9668
9,10,8,0.10920837500393571,180,9668
9,10,9,0.10826532366503162,190,9668
9,10,10,0.10712294512005267,200,9668
9,10,11,0.10680615779022458,210,9668
9,10,12,0.10628420069222685,220,9668
9,10,13,0.10582132581516807,230,9668
9,10,14,0.10507813144303768,240,9668
9,10,15,0.10499320725051056,250,9668
9,11,1,0.4096348672646695,120,9668
9,11,2,0.26205842762041887,130,9668
9,11,3,0.22482543404577984,140,9668
9,11,4,0.1375321145240525,150,9668
9,11,5,0.11593531065871579,160,9668
9,11,6,0.11192047004649514,170,9668
9,11,7,0.11019631395059744,180,9668
9,11,8,0.10901646818293786,190,9668
9,11,9,0.1080658550241293,200,9668
9,11,10,0.10681157242299062,210,9668
9,11,11,0.1064967682008007,220,9668
9,11,12,0.10593398298034598,230,9668
9,11,13,0.1054824326980427,240,9668
9,11,14,0.10472999817381162,250,9668
9,11,15,0.10463979866120564,260,9668
9,12,1,0.4077413689247942,130,9668
9,12,2,0.26173229700687445,140,9668
9,12,3,0.2245030624108281,150,9668
9,12,4,0.13715570644332872,160,9668
9,12,5,0.11544409690264959,170,9668
9,12,6,0.11141640776065909,180,9668
9,12,7,0.10973439878411556,190,9668
9,12,8,0.1084986206635306,200,9668
9,12,9,0.10751758649673537,210,9668
9,12,10,0.10635507972964559,220,9668
9,12,11,0.10600914202108119,230,9668
9,12,12,0.10543500454433904,240,9668
9,12,13,0.10495345253975845,250,9668
9,12,14,0.10420709629863309,260,9668
9,12,15,0.10410086403858666,270,9668
9,13,1,0.40680140124722897,140,9668
9,13,2,0.2617531155995274,150,9668
9,13,3,0.22391932937854547,160,9668
9,13,4,0.13666798319842502,170,9668
9,13,5,0.11511790377850911,180,9668
9,13,6,0.11114237096692453,190,9668
9,13,7,0.10949458086835495,200,9668
9,13,8,0.10826867343313466,210,9668
9,13,9,0.10729685783451734,220,9668
9,13,10,0.10612639146991099,230,9668
9,13,11,0.10578330032006661,240,9668
9,13,12,0.10520813670316116,250,9668
9,13,13,0.1047138268027892,260,9668
9,13,14,0.10395243665644133,270,9668
9,13,15,0.1038416221527602,280,9668
9,14,1,0.4069364926512628,150,9668
9,14,2,0.2610659429010891,160,9668
9,14,3,0.22305093460208233,170,9668
9,14,4,0.13575783163390215,180,9668
9,14,5,0.1146554484634859,190,9668
9,14,6,0.11072319257866872,200,9668
9,14,7,0.1090768578063793,210,9668
9,14,8,0.10786024784468864,220,9668
9,14,9,0.10691898857688732,230,9668
9,14,10,0.10581120180907062,240,9668
9,14,11,0.10543256655423655,250,9668
9,14,12,0.1048764616665248,260,9668
9,14,13,0.10436567776502094,270,9668
9,14,14,0.1035739865337149,280,9668
9,14,15,0.10347181122625904,290,9668
9,15,1,0.4068851173915423,160,9668
9,15,2,0.26114364065994583,170,9668
9,15,3,0.2231382915438069,180,9668
9,15,4,0.1357676710197513,190,9668
9,15,5,0.11468465028638698,200,9668
9,15,6,0.11073529585120274,210,9668
9,15,7,0.10910272515987383,220,9668
9,15,8,0.10788245856191507,230,9668
9,15,9,0.10693594099393883,240,9668
9,15,10,0.10579921159367281,250,9668
9,15,11,0.10542417501480658,260,9668
9,15,12,0.10484789568199909,270,9668
9,15,13,0.10432793050186402,280,9668
9,15,14,0.10352405610696658,290,9668
9,15,15,0.10340149132164059,300,9668
10,1,1,0.9496177788915349,22,9667
10,1,2,0.6047540145035849,33,9667
10,1,3,0.4683915002348865,44,9667
10,1,4,0.43053933172836634,55,9667
10,1,5,0.4149060234459928,66,9667
10,1,6,0.4126293201789383,77,9667
10,1,7,0.4113292294942686,88,9667
10,1,8,0.41054671261674874,99,9667
10,1,9,0.4086364627193179,110,9667
10,1,10,0.40489062653817615,121,9667
10,1,11,0.4024886485863575,132,9667
10,1,12,0.40044945252292347,143,9667
10,1,13,0.39892935562212484,154,9667
10,1,14,0.3985777001688809,165,9667
10,1,15,0.3984349841275239,176,9667
10,2,1,0.6035781005727822,33,9667
10,2,2,0.37456812543241574,44,9667
10,2,3,0.33304630270325714,55,9667
10,2,4,0.27816006465759163,66,9667
10,2,5,0.26105354047098955,77,9667
10,2,6,0.25827455056670107,88,9667
10,2,7,0.25633803475225175,99,9667
10,2,8,0.2548829314989174,110,9667
10,2,9,0.2541469479335357,121,9667
10,2,10,0.25341645798266815,132,9667
10,2,11,0.2530731781566177,143,9667
10,2,12,0.2527856185878275,154,9667
10,2,13,0.2526194211892042,165,9667
10,2,14,0.25212210028362236,176,9667
10,2,15,0.2520658511333025,187,9667
10,3,1,0.4687115682425691,44,9667
10,3,2,0.3328093562024164,55,9667
10,3,3,0.3056663254940714,66,9667
10,3,4,0.24914649773212216,77,9667
10,3,5,0.23110420196287995,88,9667
10,3,6,0.22699217443146538,99,9667
10,3,7,0.22461057918515906,110,9667
10,3,8,0.2206404187928216,121,9667
10,3,9,0.2189210278670078,132,9667
10,3,10,0.2181820415349182,143,9667
10,3,11,0.21770883367937344,154,9667
10,3,12,0.21735223263343825,165,9667
10,3,13,0.21661648439357128,176,9667
10,3,14,0.2155222551276894,187,9667
10,3,15,0.21541827620956328,198,9667
10,4,1,0.43034863439392285,55,9667
10,4,2,0.27899807425661416,66,9667
10,4,3,0.2501734644066991,77,9667
10,4,4,0.1732483172846611,88,9667
10,4,5,0.14519296758599282,99,9667
10,4,6,0.13733501299170556,110,9667
10,4,7,0.1342199683466726,121,9667
10,4,8,0.13172766232663638,132,9667
10,4,9,0.1307270603097223,143,9667
10,4,10,0.12930479060173986,154,9667
10,4,11,0.12905811905232917,165,9667
10,4,12,0.128207746047976,176,9667
10,4,13,0.12735589382269247,187,9667
10,4,14,0.12641906097298705,198,9667
10,4,15,0.12625940251742374,209,9667
10,5,1,0.4149563057678679,66,9667
10,5,2,0.2624577414442204,77,9667
10,5,3,0.23265432458788038,88,9667
10,5,4,0.145690188864082,99,9667
10,5,5,0.12131973344697589,110,9667
10,5,6,0.11489844989166922,121,9667
10,5,7,0.11246807875468619,132,9667
10,5,8,0.11113965044940585,143,9667
10,5,9,0.11029452785199996,154,9667
