memory,r_deg,i_deg,lag_depth,lead_depth,estimator_factory,score,n_coef,N
2,4,15,4,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.1272391623600757,414,9668
2,4,15,4,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.08482013138697256,465,9667
2,4,15,4,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.08997884935463671,465,9667
2,4,15,4,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.09606309238077528,465,9667
2,4,15,4,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.1026395722230397,465,9667
2,4,15,4,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.11593132608118291,465,9667
2,4,15,4,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.08151972362854822,516,9666
2,4,15,4,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.08630850205772382,516,9666
2,4,15,4,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.09225158274098909,516,9666
2,4,15,4,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.09770282944995491,516,9666
2,4,15,4,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.1081481925664009,516,9666
2,4,15,5,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.09651352770459071,363,9669
2,4,15,5,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.10556111000897671,363,9669
2,4,15,5,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.11799927965994975,363,9669
2,4,15,5,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.129201442512089,363,9669
2,4,15,5,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.14843580016970098,363,9669
2,4,15,5,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.08992599754338303,414,9668
2,4,15,5,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.09659638998780025,414,9668
2,4,15,5,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.10650245535034754,414,9668
2,4,15,5,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.11759278324754888,414,9668
2,4,15,5,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.13354707763169332,414,9668
2,4,15,5,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.0856924095327585,465,9667
2,4,15,5,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.09080940828106306,465,9667
2,4,15,5,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.09838966981057655,465,9667
2,4,15,5,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.10747103395098712,465,9667
2,4,15,5,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.12134717106114082,465,9667
2,4,15,5,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.08223881473132715,516,9666
2,4,15,5,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.08698580753862403,516,9666
2,4,15,5,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.09336562219065726,516,9666
2,4,15,5,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.10024644929061943,516,9666
2,4,15,5,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.11194461237186684,516,9666
2,4,15,5,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.07925423841372743,567,9665
2,4,15,5,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.08363348722700348,567,9665
2,4,15,5,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.0899399357654074,567,9665
2,4,15,5,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.09583395175354381,567,9665
2,4,15,5,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.10555711007000869,567,9665
2,5,1,1,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.3415613770103315,42,9673
2,5,1,1,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.3636194976021822,42,9673
2,5,1,1,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.4097511672956953,42,9673
2,5,1,1,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.46874198183180293,42,9673
2,5,1,1,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.5209496595579667,42,9673
2,5,1,1,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.3251402334540757,54,9672
2,5,1,1,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.3449710779220952,54,9672
2,5,1,1,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.3692490938444537,54,9672
2,5,1,1,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.4245972959271323,54,9672
2,5,1,1,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.4730765757692691,54,9672
2,5,1,1,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.2898555755965066,66,9671
2,5,1,1,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.3211152477825283,66,9671
2,5,1,1,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.34650814286706316,66,9671
2,5,1,1,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.388900240372101,66,9671
2,5,1,1,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.43580630702814593,66,9671
2,5,1,1,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.2637738566259395,78,9670
2,5,1,1,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.28968239954524144,78,9670
2,5,1,1,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.3226518297532973,78,9670
2,5,1,1,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.3519794465586642,78,9670
2,5,1,1,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.40222728572367117,78,9670
2,5,1,1,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.22985834491710438,90,9669
2,5,1,1,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.26185141997591016,90,9669
2,5,1,1,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.295832498817392,90,9669
2,5,1,1,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.3266116139334508,90,9669
2,5,1,1,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.37075607871206084,90,9669
2,5,1,2,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.3267209376315647,54,9672
2,5,1,2,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.3488005140472449,54,9672
2,5,1,2,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.3704662411652922,54,9672
2,5,1,2,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.4266674276796816,54,9672
2,5,1,2,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.4733944126128277,54,9672
2,5,1,2,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.3031976553400249,66,9671
2,5,1,2,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.3279569295767253,66,9671
2,5,1,2,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.3448066707251832,66,9671
2,5,1,2,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.3746271181257072,66,9671
2,5,1,2,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.41892107453138333,66,9671
2,5,1,2,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.27536636106143936,78,9670
2,5,1,2,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.2986671497837542,78,9670
2,5,1,2,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.32740319193781486,78,9670
2,5,1,2,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.355967109565622,78,9670
2,5,1,2,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.4002618030275225,78,9670
2,5,1,2,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.24996224940636758,90,9669
2,5,1,2,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.27130988753327584,90,9669
2,5,1,2,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.30200504720272486,90,9669
2,5,1,2,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.33667826746359125,90,9669
2,5,1,2,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.38258008928629256,90,9669
2,5,1,2,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.21094369771329316,102,9668
2,5,1,2,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.24636704203546808,102,9668
2,5,1,2,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.27518165790997073,102,9668
2,5,1,2,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.3127539021168619,102,9668
2,5,1,2,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.3596819207708149,102,9668
2,5,1,3,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.29339250529273314,66,9671
2,5,1,3,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.3250857030663156,66,9671
2,5,1,3,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.3511744208404114,66,9671
2,5,1,3,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.39287896997255,66,9671
2,5,1,3,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.44087444947369764,66,9671
2,5,1,3,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.2781607691875345,78,9670
2,5,1,3,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.30076825363652226,78,9670
2,5,1,3,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.33022048174449636,78,9670
2,5,1,3,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.3571605668242344,78,9670
2,5,1,3,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.403127436166808,78,9670
2,5,1,3,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.24651617455717964,90,9669
2,5,1,3,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.2776289503847564,90,9669
2,5,1,3,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.30805770304095736,90,9669
2,5,1,3,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.33717952019861486,90,9669
2,5,1,3,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.3848800019770715,90,9669
2,5,1,3,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.2147117325554202,102,9668
2,5,1,3,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.2538730656376996,102,9668
2,5,1,3,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.28475199532494433,102,9668
2,5,1,3,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.3165085527448498,102,9668
2,5,1,3,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.3698006828196113,102,9668
2,5,1,3,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.1904076556106151,114,9667
2,5,1,3,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.22905611956350413,114,9667
2,5,1,3,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2627814219366108,114,9667
2,5,1,3,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.2951432273688945,114,9667
2,5,1,3,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.34921677038455795,114,9667
2,5,1,4,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.2694686296002538,78,9670
2,5,1,4,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.29527454163063005,78,9670
2,5,1,4,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.3291049416914898,78,9670
2,5,1,4,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.3587374952149631,78,9670
2,5,1,4,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.4110663309712475,78,9670
2,5,1,4,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.256254969205894,90,9669
2,5,1,4,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.2770674225501602,90,9669
2,5,1,4,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.3068778059281304,90,9669
2,5,1,4,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.34044367001841475,90,9669
2,5,1,4,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.3869078261537552,90,9669
2,5,1,4,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.21711970340240244,102,9668
2,5,1,4,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.25698239735693346,102,9668
2,5,1,4,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2873399794304695,102,9668
2,5,1,4,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.3188080769045419,102,9668
2,5,1,4,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.3711085857616855,102,9668
2,5,1,4,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.19159588388394472,114,9667
2,5,1,4,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.23022516319094505,114,9667
2,5,1,4,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2676754580948289,114,9667
2,5,1,4,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.2982608121285279,114,9667
2,5,1,4,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.35582935835647,114,9667
2,5,1,4,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.17476476720911271,126,9666
2,5,1,4,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.209071465627536,126,9666
2,5,1,4,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.24797979983883928,126,9666
2,5,1,4,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.28085880511648814,126,9666
2,5,1,4,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.3354648647513716,126,9666
2,5,1,5,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.2369767828016971,90,9669
2,5,1,5,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.26957174592180877,90,9669
2,5,1,5,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.30447475075181474,90,9669
2,5,1,5,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.336089355394121,90,9669
2,5,1,5,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.38241508869070606,90,9669
2,5,1,5,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.21972017854266498,102,9668
2,5,1,5,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.25554765620354625,102,9668
2,5,1,5,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.28382194781814507,102,9668
2,5,1,5,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.3198260602610974,102,9668
2,5,1,5,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.366085930902312,102,9668
2,5,1,5,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.19603859704748813,114,9667
2,5,1,5,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.23510776143813447,114,9667
2,5,1,5,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2688568119287318,114,9667
2,5,1,5,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.3005274457833055,114,9667
2,5,1,5,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.35260192388813677,114,9667
2,5,1,5,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.1775232129281509,126,9666
2,5,1,5,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.21118196015472956,126,9666
2,5,1,5,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2505591818148748,126,9666
2,5,1,5,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.28362307669875914,126,9666
2,5,1,5,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.33738348072455765,126,9666
2,5,1,5,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.16179984364160396,138,9665
2,5,1,5,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.19190855077840877,138,9665
2,5,1,5,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2333173326836062,138,9665
2,5,1,5,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.26925188731620364,138,9665
2,5,1,5,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.31937605104847205,138,9665
2,5,2,1,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.2591554339538414,51,9673
2,5,2,1,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.2654796202232815,51,9673
2,5,2,1,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2774918449528343,51,9673
2,5,2,1,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.2944818708816944,51,9673
2,5,2,1,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.304759295695584,51,9673
2,5,2,1,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.24313670054687578,66,9672
2,5,2,1,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.2513178615244113,66,9672
2,5,2,1,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2616172620686567,66,9672
2,5,2,1,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.27403645305723034,66,9672
2,5,2,1,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.28916872577528663,66,9672
2,5,2,1,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.22520219960959292,81,9671
2,5,2,1,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.23865669680742263,81,9671
2,5,2,1,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2510265836214669,81,9671
2,5,2,1,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.2613912201640166,81,9671
2,5,2,1,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.2759516748134796,81,9671
2,5,2,1,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.20719050097265207,96,9670
2,5,2,1,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.22343935997790143,96,9670
2,5,2,1,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2394345028618769,96,9670
2,5,2,1,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.2520077607047891,96,9670
2,5,2,1,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.26402685828585526,96,9670
2,5,2,1,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.18832573433456565,111,9669
2,5,2,1,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.20653948943649506,111,9669
2,5,2,1,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2261119002664568,111,9669
2,5,2,1,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.2423005053980565,111,9669
2,5,2,1,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.25480154219011797,111,9669
2,5,2,2,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.24628434188531978,66,9672
2,5,2,2,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.25660670030853894,66,9672
2,5,2,2,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2666936824947251,66,9672
2,5,2,2,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.2796772421557575,66,9672
2,5,2,2,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.2958340495853149,66,9672
2,5,2,2,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.23251139260668185,81,9671
2,5,2,2,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.24301456019687853,81,9671
2,5,2,2,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2534454611327017,81,9671
2,5,2,2,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.26200168461826195,81,9671
2,5,2,2,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.276392854982448,81,9671
2,5,2,2,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.21213107347861834,96,9670
2,5,2,2,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.22757481678723512,96,9670
2,5,2,2,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.24303538031935626,96,9670
2,5,2,2,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.25424212658242185,96,9670
2,5,2,2,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.264419378202155,96,9670
2,5,2,2,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.19603106346615476,111,9669
2,5,2,2,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.20955280083934916,111,9669
2,5,2,2,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2281048122633567,111,9669
2,5,2,2,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.24549799506312298,111,9669
2,5,2,2,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.2560571480086858,111,9669
2,5,2,2,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.17524806666327641,126,9668
2,5,2,2,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.195037391249545,126,9668
2,5,2,2,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.21131714570953875,126,9668
2,5,2,2,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.23309348014397818,126,9668
2,5,2,2,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.24835752038970096,126,9668
2,5,2,3,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.2270934324441254,81,9671
2,5,2,3,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.24337799820501071,81,9671
2,5,2,3,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.2583010963622705,81,9671
2,5,2,3,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.27048117262839205,81,9671
2,5,2,3,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.28588568479118326,81,9671
2,5,2,3,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.21205095484005393,96,9670
2,5,2,3,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.22853592618922547,96,9670
2,5,2,3,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.24588093441226982,96,9670
2,5,2,3,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.2571404530379861,96,9670
2,5,2,3,2,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.267848978583713,96,9670
2,5,2,3,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.1918931390273916,111,9669
2,5,2,3,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.21304244806496092,111,9669
2,5,2,3,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.23411350511926401,111,9669
2,5,2,3,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.24910393418225266,111,9669
2,5,2,3,3,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.2579028006382113,111,9669
2,5,2,3,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.17439277974741343,126,9668
2,5,2,3,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.19699327999053792,126,9668
2,5,2,3,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.21754972564921576,126,9668
2,5,2,3,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.23798939769505048,126,9668
2,5,2,3,4,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.25077268888868737,126,9668
2,5,2,3,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.1600015021005717,141,9667
2,5,2,3,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.18296065140984952,141,9667
2,5,2,3,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.0001)",0.20179216182334853,141,9667
2,5,2,3,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.001)",0.22285812047638004,141,9667
2,5,2,3,5,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=0.01)",0.24214313742298632,141,9667
2,5,2,4,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-06)",0.20835698273703326,96,9670
2,5,2,4,1,"functools.partial(<class 'src.core.estimators.Ridge'>, lam=1e-05)",0.22656075646272103,96,9670
